date,hour,salon,maly_pokoj,kuchnia,WC,outside
04/05/2020,02:00,22,26,23,28,11.8
04/05/2020,08:00,22,27,23,28,11.8
04/05/2020,10:00,24,27,24,28,11.8
04/05/2020,14:00,23,26,23,26,11.8
04/05/2020,16:00,23,25,24,25,11.8
04/05/2020,22:00,23,25,23,27,11.8
05/05/2020,02:00,22,25,23,27,11.8
05/05/2020,02:00,22,25,23,27,11.8
05/05/2020,08:00,22,26,23,28,11.8
05/05/2020,10:00,23,26,24,28,11.8
05/05/2020,16:00,22,24,22,25,11.8
06/05/2020,02:00,22,26,23,29,11.8
06/05/2020,08:00,22,26,23,29,11.8
06/05/2020,10:00,22,25,22,28,11.8
06/05/2020,14:00,22,25,21,27,11.8
06/05/2020,16:00,22,26,23,27,11.8
06/05/2020,22:00,23,26,23,27,11.8
07/05/2020,08:00,22,27,23,29,11.8
07/05/2020,10:00,23,27,24,28,11.8
08/05/2020,08:00,22,26,23,28,11.3
08/05/2020,14:00,22,25,23,26,19.2
08/05/2020,16:00,22,25,23,25,19.3
08/05/2020,22:00,22,24,23,26,11.9
09/05/2020,08:00,23,26,23,28,15.3
09/05/2020,10:00,24,25,24,26,23.7
09/05/2020,10:00,24,25,24,26,23.5
09/05/2020,14:00,23,24,24,25,21.5
09/05/2020,16:00,23,25,24,25,21.2
09/05/2020,22:00,23,24,24,25,15.2
10/05/2020,02:00,22,25,23,27,13.7
10/05/2020,08:00,23,26,23,27,18.8
10/05/2020,10:00,23,25,24,25,24
10/05/2020,14:00,23,24,25,24,21.9
10/05/2020,16:00,23,24,24,24,21.9
10/05/2020,22:00,23,24,24,24,18.9
11/05/2020,02:00,23,24,24,26,15.6
11/05/2020,10:00,25,25,26,26,25.1
11/05/2020,14:00,24,25,25,25,24
11/05/2020,14:00,24,25,25,25,23.9
11/05/2020,16:00,23,25,24,25,22.1
12/05/2020,02:00,23,26,23,26,4.2
12/05/2020,08:00,22,27,23,27,4.5
12/05/2020,08:00,22,26,23,27,4.6
12/05/2020,10:00,23,27,24,27,10.3
12/05/2020,14:00,23,27,24,26,11.5
12/05/2020,16:00,23,27,24,26,11.2
13/05/2020,08:00,23,27,23,27,10.5
13/05/2020,10:00,23,27,25,27,17.4
13/05/2020,16:00,23,25,24,25,15.3
13/05/2020,22:00,23,26,25,26,11
14/05/2020,02:00,23,26,23,26,8.9
14/05/2020,08:00,23,26,23,26,8.7
14/05/2020,08:00,23,26,23,26,8.7
14/05/2020,10:00,23,26,23,26,9.6
14/05/2020,14:00,22,26,23,26,12.3
14/05/2020,14:00,22,26,23,26,12.4
14/05/2020,22:00,23,26,24,26,8.5
15/05/2020,08:00,22,27,23,27,9.7
15/05/2020,10:00,23,27,24,26,12.2
15/05/2020,14:00,23,26,24,26,14
15/05/2020,16:00,23,26,24,26,13
15/05/2020,22:00,23,26,24,26,7.8
16/05/2020,08:00,23,27,23,27,11.1
16/05/2020,08:00,23,27,23,27,11.1
16/05/2020,10:00,23,25,24,26,17.9
16/05/2020,10:00,23,25,24,26,17.9
16/05/2020,14:00,22,24,23,24,18.3
16/05/2020,16:00,22,24,23,24,18.7
16/05/2020,22:00,22,25,23,25,10.6
17/05/2020,02:00,22,25,23,27,8.1
17/05/2020,08:00,22,26,23,28,14.1
17/05/2020,14:00,23,26,25,27,19.7
17/05/2020,16:00,22,24,23,24,18.9
17/05/2020,22:00,23,25,23,26,11.4
18/05/2020,02:00,22,25,23,28,8.7
18/05/2020,08:00,22,24,22,26,15.4
18/05/2020,10:00,23,24,23,26,20.6
18/05/2020,14:00,22,25,23,24,20.6
18/05/2020,22:00,23,24,24,25,15.6
18/05/2020,22:00,23,24,24,25,15.6
19/05/2020,02:00,23,25,23,27,11.5
19/05/2020,08:00,23,25,23,27,18.2
19/05/2020,14:00,24,25,25,25,22.3
19/05/2020,16:00,23,25,25,25,22.3
19/05/2020,22:00,23,24,24,24,16.8
20/05/2020,08:00,23,25,22,26,16.5
20/05/2020,10:00,23,25,25,27,18.4
20/05/2020,14:00,23,26,24,26,19.3
20/05/2020,16:00,23,25,24,25,18.7
20/05/2020,22:00,23,25,24,27,13.2
21/05/2020,02:00,23,26,23,28,8.1
21/05/2020,08:00,23,27,24,28,13.2
21/05/2020,08:00,23,27,24,28,13.2
21/05/2020,14:00,23,26,24,28,16.2
21/05/2020,16:00,23,26,25,27,16.8
21/05/2020,22:00,23,27,24,28,10.1
21/05/2020,22:00,23,27,24,28,10.1
22/05/2020,02:00,23,27,24,29,5.3
22/05/2020,08:00,23,27,24,29,12.3
22/05/2020,10:00,24,26,24,27,19.7
22/05/2020,10:00,24,26,24,27,19.6
22/05/2020,14:00,23,26,24,27,19
22/05/2020,16:00,23,26,24,26,20.6
22/05/2020,22:00,23,25,24,27,13.1
23/05/2020,02:00,23,26,23,28,9.4
23/05/2020,02:00,23,26,23,28,9.4
23/05/2020,10:00,22,26,24,27,17.9
23/05/2020,14:00,22,24,23,24,17.2
23/05/2020,16:00,22,24,23,24,17.3
23/05/2020,22:00,23,25,24,26,14.5
24/05/2020,08:00,23,26,24,28,12.8
24/05/2020,10:00,23,26,24,28,17.3
